,page,doctorate,len_page,female,male,category,count,nobel_field
7544,Dean Winslow,0,206,False,True,20th-century_physicians,1,Physiology or Medicine
7545,Peter Winston (politician),0,1323,True,False,20th-century_physicians,1,Physiology or Medicine
7546,Alfreda Bosworth Withington,0,942,False,True,20th-century_physicians,1,Physiology or Medicine
7547,Leo Wollman,0,870,False,True,20th-century_physicians,1,Physiology or Medicine
7548,Mary Wood-Allen,0,3620,True,False,20th-century_physicians,1,Physiology or Medicine
7549,Joseph Wortis,0,1803,True,False,20th-century_physicians,1,Physiology or Medicine
7550,Charles H. Wright,0,1416,False,True,20th-century_physicians,1,Physiology or Medicine
7551,Jane C. Wright,0,1415,True,False,20th-century_physicians,1,Physiology or Medicine
7552,Rachelle Yarros,0,2038,False,True,20th-century_physicians,1,Physiology or Medicine
7553,Ervin Yen,0,656,False,True,20th-century_physicians,1,Physiology or Medicine
7554,N. Louise Young,0,1650,False,True,20th-century_physicians,1,Physiology or Medicine
7555,Quentin Young,0,828,False,True,20th-century_physicians,1,Physiology or Medicine
7556,Paul N. Yu,0,724,False,True,20th-century_physicians,1,Physiology or Medicine
7557,Joon Yun,0,4019,False,True,20th-century_physicians,1,Physiology or Medicine
7558,Peter Zanca,0,939,False,True,20th-century_physicians,1,Physiology or Medicine
7559,Norman Zinberg,0,1112,False,True,20th-century_physicians,1,Physiology or Medicine
7560,Paul Zoll,0,1355,False,True,20th-century_physicians,1,Physiology or Medicine
7562,Otto Bütschli,0,1041,False,True,Microbiologists,1,Physiology or Medicine
7563,Lemuel Roscoe Cleveland,1,1300,False,True,Microbiologists,1,Physiology or Medicine
7564,Karl Gottlieb Grell,0,1045,False,True,Microbiologists,1,Physiology or Medicine
7565,Ernst Haeckel,0,11538,False,True,Microbiologists,1,Physiology or Medicine
7566,Alfred Kahl,0,1136,False,True,Microbiologists,1,Physiology or Medicine
7567,Patrick J. Keeling,0,929,False,True,Microbiologists,1,Physiology or Medicine
7568,Nicole King,0,1176,True,False,Microbiologists,1,Physiology or Medicine
7569,Harold Kirby (zoologist),1,1268,False,True,Microbiologists,1,Physiology or Medicine
7570,Antonie van Leeuwenhoek,0,8795,False,True,Microbiologists,1,Physiology or Medicine
7571,William F. Martin,0,1390,False,True,Microbiologists,1,Physiology or Medicine
7572,Lois Ann Pfiester,1,1567,True,False,Microbiologists,1,Physiology or Medicine
7573,Dorothy Riggs Pitelka,1,1151,True,False,Microbiologists,1,Physiology or Medicine
7574,Renate Radek,0,1180,True,False,Microbiologists,1,Physiology or Medicine
7575,William Saville-Kent,0,1876,False,True,Microbiologists,1,Physiology or Medicine
7576,Tracy Sonneborn,1,1670,False,True,Microbiologists,1,Physiology or Medicine
7577,H. Nida Sen,0,989,True,False,21st-century_physicians,1,Physiology or Medicine
7578,Justus Anderssen,0,826,False,True,21st-century_physicians,1,Physiology or Medicine
7579,Peter F. Hjort,0,1160,False,True,21st-century_physicians,1,Physiology or Medicine
7580,John Kjekshus,0,632,False,True,21st-century_physicians,1,Physiology or Medicine
7581,Magne Nylenna,0,723,False,True,21st-century_physicians,1,Physiology or Medicine
7582,Knut Rasmussen (physician),0,569,False,True,21st-century_physicians,1,Physiology or Medicine
7583,Stig Arild Slørdahl,0,802,False,True,21st-century_physicians,1,Physiology or Medicine
7584,Léon Audain,0,1557,False,True,Microbiologists,1,Physiology or Medicine
7585,Israel Weinstein,0,2324,False,True,Microbiologists,1,Physiology or Medicine
7586,Laurens Anderson,0,807,False,True,20th-century_biologists,1,Physiology or Medicine
7587,Mary Arlene Appelhof,0,1761,True,False,20th-century_biologists,1,Physiology or Medicine
7588,George Alfred Baitsell,0,537,False,True,20th-century_biologists,1,Physiology or Medicine
7589,Susan R. Barry,1,2461,True,False,20th-century_biologists,1,Physiology or Medicine
7590,Roscoe Bartlett,1,4730,False,True,20th-century_biologists,1,Physiology or Medicine
7591,Dorothea Bennett,0,1214,True,False,20th-century_biologists,1,Physiology or Medicine
7592,Bobby Henderson (activist),0,1850,False,True,21st-century_physicists,1,Physics
7593,Albert Francis Blakeslee,0,2321,False,True,20th-century_biologists,1,Physiology or Medicine
7594,Nick Herbert (physicist),1,4359,False,True,21st-century_physicists,1,Physics
7595,Ady Hershcovitch,0,1166,False,True,21st-century_physicists,1,Physics
7596,Archie Wilmotte Leslie Bray,0,2015,False,True,20th-century_biologists,1,Physiology or Medicine
7597,Patricia Burrowes,1,1072,True,False,20th-century_biologists,1,Physiology or Medicine
7598,David Hestenes,1,1097,True,False,21st-century_physicists,1,Physics
7599,Mary Carrington,1,857,True,False,20th-century_biologists,1,Physiology or Medicine
7600,Paul G. Hewitt,1,2494,False,True,21st-century_physicists,1,Physics
7601,Angela R. Hight Walker,0,1319,False,True,21st-century_physicists,1,Physics
7602,Rachel Carson,0,14972,True,False,20th-century_biologists,1,Physiology or Medicine
7603,Christopher T. Hill,0,1508,False,True,21st-century_physicists,1,Physics
7604,Charles J. Cavanaugh,0,613,False,True,20th-century_biologists,1,Physiology or Medicine
7605,Robert Chambers (biologist),1,709,False,True,20th-century_biologists,1,Physiology or Medicine
7606,Gary Hinshaw,0,547,False,True,21st-century_physicists,1,Physics
7607,Edwin Chapman,1,1578,False,True,20th-century_biologists,1,Physiology or Medicine
7608,Jorge E. Hirsch,0,363,True,False,21st-century_physicists,1,Physics
7609,Cheng-Ming Chuong,1,1013,False,True,20th-century_biologists,1,Physiology or Medicine
7610,Sheue-yann Cheng,1,1146,True,False,20th-century_biologists,1,Physiology or Medicine
7612,Shu Chien,0,4001,False,True,20th-century_biologists,1,Physiology or Medicine
7613,Carol Hirschmugl,0,1674,False,True,21st-century_physicists,1,Physics
7614,George Church (geneticist),0,10421,False,True,20th-century_biologists,1,Physiology or Medicine
7615,Kai-Ming Ho,0,726,False,True,21st-century_physicists,1,Physics
7616,Mary Clutter,0,924,True,False,20th-century_biologists,1,Physiology or Medicine
7617,Michael Hochberg,0,1725,True,False,21st-century_physicists,1,Physics
7618,Melvin Cohn,1,1340,False,True,20th-century_biologists,1,Physiology or Medicine
7619,Carl Hodges,0,1381,False,True,21st-century_physicists,1,Physics
7620,R. John Collier,0,923,False,True,20th-century_biologists,1,Physiology or Medicine
7621,Keith A. Crandall,0,1806,False,True,20th-century_biologists,1,Physiology or Medicine
7622,Jenny Hoffman,1,406,False,True,21st-century_physicists,1,Physics
7623,Arthur Cronquist,0,2914,False,True,20th-century_biologists,1,Physiology or Medicine
7624,John H. Hoffman,1,1938,False,True,21st-century_physicists,1,Physics
7625,Elvira Cuevas,1,1671,True,False,20th-century_biologists,1,Physiology or Medicine
7626,Craig Hogan,1,4390,False,True,21st-century_physicists,1,Physics
7627,Jared Diamond,0,7982,False,True,20th-century_biologists,1,Physiology or Medicine
7628,Charles H. Holbrow,0,2121,False,True,21st-century_physicists,1,Physics
7629,Paulette Dillard,1,797,True,False,20th-century_biologists,1,Physiology or Medicine
7630,John Holdren,1,6884,False,True,21st-century_physicists,1,Physics
7631,Alphonse Dochez,0,1579,False,True,20th-century_biologists,1,Physiology or Medicine
7632,Richard Dolbeer,0,2001,False,True,20th-century_biologists,1,Physiology or Medicine
7633,Lewis E. Hollander Jr.,1,5409,False,True,21st-century_physicists,1,Physics
7634,Anindya Dutta,1,3998,False,True,20th-century_biologists,1,Physiology or Medicine
7635,Rush Holt Jr.,0,1348,False,True,21st-century_physicists,1,Physics
7636,Joseph Eichberg,1,522,False,True,20th-century_biologists,1,Physiology or Medicine
7637,Gerald Holton,0,612,False,True,21st-century_physicists,1,Physics
7638,Anne Fausto-Sterling,1,3432,True,False,20th-century_biologists,1,Physiology or Medicine
7639,John Holzrichter,1,1149,False,True,21st-century_physicists,1,Physics
7640,Barbara K. Felber,1,736,True,False,20th-century_biologists,1,Physiology or Medicine
7641,William G. Hoover,1,1418,False,True,21st-century_physicists,1,Physics
7642,Marie Poland Fish,0,1047,True,False,20th-century_biologists,1,Physiology or Medicine
7643,Gary Horowitz,0,998,False,True,21st-century_physicists,1,Physics
7644,Victoria Foe,1,1063,True,False,20th-century_biologists,1,Physiology or Medicine
7645,Paul Horowitz,1,1038,False,True,21st-century_physicists,1,Physics
7646,Velia Fowler,1,938,True,False,20th-century_biologists,1,Physiology or Medicine
7647,Claude Wendell Horton Jr.,1,1529,True,False,21st-century_physicists,1,Physics
7648,Jacques Robert Fresco,0,569,False,True,20th-century_biologists,1,Physiology or Medicine
7649,Bruce Fuchs,0,1126,False,True,20th-century_biologists,1,Physiology or Medicine
7650,Lawrence Paul Horwitz,1,908,False,True,21st-century_physicists,1,Physics
7651,Margaret T. Fuller,1,1238,True,False,20th-century_biologists,1,Physiology or Medicine
7652,Susan Houde-Walter,1,2523,False,True,21st-century_physicists,1,Physics
7653,Yuan-Cheng Fung,1,3722,False,True,20th-century_biologists,1,Physiology or Medicine
7654,Jonathan How,0,1263,True,False,21st-century_physicists,1,Physics
7655,Walter E. Garrey,0,700,False,True,20th-century_biologists,1,Physiology or Medicine
7656,Stephen Hsu,0,659,False,True,21st-century_physicists,1,Physics
7657,Elizabeth D. Getzoff,0,1094,True,False,20th-century_biologists,1,Physiology or Medicine
7658,Veronika Hubeny,0,920,False,True,21st-century_physicists,1,Physics
7659,Michael Ghiselin,1,2075,False,True,20th-century_biologists,1,Physiology or Medicine
7660,Duane Gish,1,2787,False,True,20th-century_biologists,1,Physiology or Medicine
7661,David L. Huestis,0,646,False,True,21st-century_physicists,1,Physics
7662,Henry A. Gleason (botanist),0,3210,False,True,20th-century_biologists,1,Physiology or Medicine
7663,Donald Huffman,1,1561,False,True,21st-century_physicists,1,Physics
7664,Winifred Goldring,0,2052,True,False,20th-century_biologists,1,Physiology or Medicine
7665,Richard Edward Hughes,0,1181,False,True,21st-century_physicists,1,Physics
7666,John Whittemore Gowen,1,961,False,True,20th-century_biologists,1,Physiology or Medicine
7667,Randall G. Hulet,0,787,False,True,21st-century_physicists,1,Physics
7668,Carla Green,1,3396,True,False,20th-century_biologists,1,Physiology or Medicine
7669,Ed V. Hungerford III,1,175,False,True,21st-century_physicists,1,Physics
7670,Kim Green (virologist),1,802,True,False,20th-century_biologists,1,Physiology or Medicine
7671,Rachel Green (scientist),1,1583,True,False,20th-century_biologists,1,Physiology or Medicine
7672,Omar Hurricane,1,1169,False,True,21st-century_physicists,1,Physics
7673,Robert Hurt (astronomer),1,1069,False,True,21st-century_physicists,1,Physics
7674,Franziska Grieder,1,1427,True,False,20th-century_biologists,1,Physiology or Medicine
7675,Jerome Gross,0,1309,False,True,20th-century_biologists,1,Physiology or Medicine
7676,Fazle Hussain,1,1471,False,True,21st-century_physicists,1,Physics
7677,Sen-itiroh Hakomori,0,807,False,True,20th-century_biologists,1,Physiology or Medicine
7679,Teru Hayashi,1,997,False,True,20th-century_biologists,1,Physiology or Medicine
7680,Harold Y. Hwang,1,591,False,True,21st-century_physicists,1,Physics
7681,Lawrence R. Heaney,1,792,False,True,20th-century_biologists,1,Physiology or Medicine
7682,Mark Alan Hershkovitz,0,943,False,True,20th-century_biologists,1,Physiology or Medicine
7683,Alex Ignatiev,0,1839,True,False,21st-century_physicists,1,Physics
7684,Ataç İmamoğlu,0,1506,False,True,21st-century_physicists,1,Physics
7685,Stephen Hillenburg,0,15475,False,True,20th-century_biologists,1,Physiology or Medicine
7686,Nia Imara,0,804,False,True,21st-century_physicists,1,Physics
7687,Henry S. Horn,1,936,False,True,20th-century_biologists,1,Physiology or Medicine
7688,Joseph Incandela,1,468,False,True,21st-century_physicists,1,Physics
7689,Wei-Shau Hu,1,1144,True,False,20th-century_biologists,1,Physiology or Medicine
7690,Erich P. Ippen,0,738,False,True,21st-century_physicists,1,Physics
7691,Pien-Chien Huang,0,769,False,True,20th-century_biologists,1,Physiology or Medicine
7692,Leslie Hubricht,0,475,False,True,20th-century_biologists,1,Physiology or Medicine
7693,Eric Isaacs,0,1765,False,True,21st-century_physicists,1,Physics
7694,Roger W. Jeanloz,0,1068,False,True,20th-century_biologists,1,Physiology or Medicine
7695,James A. Isenberg,1,1440,True,False,21st-century_physicists,1,Physics
7696,Alfred C. Johnson,1,947,False,True,20th-century_biologists,1,Physiology or Medicine
7697,Patricia J. Johnson,1,2208,True,False,20th-century_biologists,1,Physiology or Medicine
7698,Itzik Ben-Itzhak,1,999,False,True,21st-century_physicists,1,Physics
7699,Barbara Jacak,0,871,False,True,21st-century_physicists,1,Physics
7700,Lynda Marie Jordan,0,1188,True,False,20th-century_biologists,1,Physiology or Medicine
7701,Joseph Jacobson,1,2189,False,True,21st-century_physicists,1,Physics
7702,Kathleen Kelly (biologist),1,888,True,False,20th-century_biologists,1,Physiology or Medicine
7703,Donald Kennedy,1,3654,False,True,20th-century_biologists,1,Physiology or Medicine
7704,Ted Jacobson,1,955,False,True,21st-century_physicists,1,Physics
7705,Shioko Kimura,1,789,True,False,20th-century_biologists,1,Physiology or Medicine
7706,Gregory Jaczko,1,345,False,True,21st-century_physicists,1,Physics
7707,Thomas Joseph King,0,719,False,True,20th-century_biologists,1,Physiology or Medicine
7708,Robert Jaffe,0,1528,True,False,21st-century_physicists,1,Physics
7709,Thomas Kunz,0,2049,False,True,20th-century_biologists,1,Physiology or Medicine
7710,Piyare Jain,0,1286,False,True,21st-century_physicists,1,Physics
7711,Rejji Kuruvilla,1,713,True,False,20th-century_biologists,1,Physiology or Medicine
7712,Mary James (scientist),1,1241,False,True,21st-century_physicists,1,Physics
7713,Norman Jarosik,1,1213,False,True,21st-century_physicists,1,Physics
7714,K. Gordon Lark,1,921,False,True,20th-century_biologists,1,Physiology or Medicine
7715,Larry Lemanski,1,945,False,True,20th-century_biologists,1,Physiology or Medicine
7716,Christopher Jarzynski,1,712,False,True,21st-century_physicists,1,Physics
7717,William A. Jeffrey,1,1181,False,True,21st-century_physicists,1,Physics
7718,Margaret Reed Lewis,0,2751,True,False,20th-century_biologists,1,Physiology or Medicine
7719,Li Zhang (biologist),1,1742,True,False,20th-century_biologists,1,Physiology or Medicine
7720,Vishnu Jejjala,0,1079,False,True,21st-century_physicists,1,Physics
7721,Lance Liotta,0,756,False,True,20th-century_biologists,1,Physiology or Medicine
7722,Abdul Jerri,1,2296,False,True,21st-century_physicists,1,Physics
7723,Barbara Low (biochemist),0,2412,True,False,20th-century_biologists,1,Physiology or Medicine
7724,John Joannopoulos,0,2474,False,True,21st-century_physicists,1,Physics
7725,Martha L. Ludwig,1,1688,True,False,20th-century_biologists,1,Physiology or Medicine
7726,A.T. Charlie Johnson,0,1035,True,False,21st-century_physicists,1,Physics
7727,Jill Macoska,1,681,True,False,20th-century_biologists,1,Physiology or Medicine
7728,Anthony M. Johnson,1,8158,True,False,21st-century_physicists,1,Physics
7729,Kira Makarova,0,961,True,False,20th-century_biologists,1,Physiology or Medicine
7730,Betty Johnson (physicist),1,748,False,True,21st-century_physicists,1,Physics
7731,John Mallette,0,1220,False,True,20th-century_biologists,1,Physiology or Medicine
7732,Nancy Marcus,1,4661,True,False,20th-century_biologists,1,Physiology or Medicine
7733,Katherine Johnson,0,1515,False,True,21st-century_physicists,1,Physics
7734,Carol Mason,0,1727,True,False,20th-century_biologists,1,Physiology or Medicine
7735,Robert E. Johnson (scientist),1,6312,False,True,21st-century_physicists,1,Physics
7736,Bonnie Mathieson,1,1363,True,False,20th-century_biologists,1,Physiology or Medicine
7737,Roger Jones (physicist),1,847,False,True,21st-century_physicists,1,Physics
7738,Chester Mathis,1,660,False,True,20th-century_biologists,1,Physiology or Medicine
7739,Steven E. Jones,1,1554,False,True,21st-century_physicists,1,Physics
