,page,field,count_female_words,count_male_words,count_nonbinary_words,doctorate,len_page
448,Vladimir Košak,20th-century_economists,0,15,0,0,589
449,István Kossa,20th-century_economists,0,31,0,0,731
450,André Kostolany,20th-century_economists,7,0,0,0,499
451,Anna Koutsoyiannis,20th-century_economists,0,18,5,1,3297
452,Francis Kramarz,20th-century_economists,2,31,6,0,2459
453,Victor Krasin,20th-century_economists,0,2,0,0,142
454,Naum Krasner,20th-century_economists,0,13,0,0,1233
455,Maynard C. Krueger,20th-century_economists,0,75,7,0,2721
456,Alexander Kronrod,20th-century_economists,0,13,0,0,982
457,Gleb Krzhizhanovsky,20th-century_economists,4,94,4,0,4883
458,Jürgen Kuczynski,20th-century_economists,25,2,5,0,2404
459,Marguerite Kuczynski,20th-century_economists,0,18,1,0,1993
460,Thomas Kuczynski,20th-century_economists,0,20,0,1,2258
461,Finn E. Kydland,20th-century_economists,18,0,3,0,3633
462,Eliana La Ferrara,20th-century_economists,0,24,1,1,2311
463,Ludwig Lachmann,20th-century_economists,0,18,0,1,2259
464,Jean-Jacques Laffont,20th-century_economists,0,23,3,1,1297
465,David Laibson,20th-century_economists,0,15,0,0,1256
466,Maurice Lamontagne,20th-century_economists,8,0,0,0,1225
467,Eva Lang,20th-century_economists,0,2,0,0,792
468,Henry Lang,20th-century_economists,0,14,0,0,1415
469,Rikard Lang,20th-century_economists,0,40,1,0,3450
470,Oskar R. Lange,20th-century_economists,0,62,1,0,2374
471,Kurt Langendorf,20th-century_economists,0,0,0,0,52
472,Rafael Menjívar Larín,20th-century_economists,0,0,0,0,288
473,Kazimierz Łaski,20th-century_economists,0,3,0,0,734
474,Andor László,20th-century_economists,8,0,0,0,1592
475,Claude Le Pen,20th-century_economists,0,13,0,1,1215
476,Lee Jih-chu,20th-century_economists,0,9,1,0,2878
477,Erik E. Lehmann,20th-century_economists,0,12,0,0,786
478,Abba P. Lerner,20th-century_economists,0,7,0,0,1012
479,C. E. V. Leser,20th-century_economists,0,20,3,0,1492
480,Carlos Lessa,20th-century_economists,0,6,0,0,2346
481,Slaven Letica,20th-century_economists,1,7,0,0,1782
482,Louis Lévy-Garboua,20th-century_economists,0,22,1,1,1270
483,Joaquim Levy,20th-century_economists,0,5,0,0,630
484,Li Choh-ming,20th-century_economists,0,6,0,0,931
485,Evsei Liberman,20th-century_economists,1,33,0,0,906
486,Cayetano Antonio Licciardo,20th-century_economists,0,33,0,0,1867
487,Leon Lichtblau,20th-century_economists,0,4,0,1,1462
488,Bernard Lievegoed,20th-century_economists,0,15,0,0,1209
489,Assar Lindbeck,20th-century_economists,0,10,3,1,5383
490,Staffan Burenstam Linder,20th-century_economists,0,8,0,0,524
491,John Lintner,20th-century_economists,0,20,0,0,1319
492,Joseph A. Litterer,20th-century_economists,0,15,0,0,953
493,Ernest Lluch,20th-century_economists,0,8,0,0,598
494,Pyotr Lomako,20th-century_economists,1,17,2,0,1409
495,Carlos Lopes (Guinea Bissau),20th-century_economists,0,15,2,1,2246
496,Alfonso López Pumarejo,20th-century_economists,0,4,0,0,740
497,Juan Antonio Pérez López,20th-century_economists,0,14,0,0,1776
498,Vladimir Lopukhin,20th-century_economists,0,6,0,0,809
499,Frédéric Lordon,20th-century_economists,0,9,0,0,768
500,August Lösch,20th-century_economists,0,3,0,0,798
501,Egil Lothe,20th-century_economists,0,2,0,0,337
502,John Loxley,20th-century_economists,0,19,0,1,1188
503,Gilberto Loyo,20th-century_economists,0,125,1,0,5323
504,Erik Lundberg,20th-century_economists,0,33,1,0,2197
505,Friedrich Lütge,20th-century_economists,0,17,0,0,2295
506,Friedrich Lutz (economist),20th-century_economists,0,108,3,0,10535
507,Gerard Lyons,20th-century_economists,0,13,0,1,858
508,Diosdado Macapagal,20th-century_economists,0,24,1,0,1708
509,Mai Chao-cheng,20th-century_economists,4,0,0,1,828
510,Hazza' Majali,20th-century_economists,0,7,1,0,530
511,Helen Makower,20th-century_economists,0,3,0,0,695
512,Pavel Maksakovsky,20th-century_economists,0,33,0,0,2061
513,Karl-Göran Mäler,20th-century_economists,0,7,0,0,2338
514,Fredmund Malik,20th-century_economists,0,7,0,0,389
515,Edmond Malinvaud,20th-century_economists,0,5,0,0,376
516,Kurt Mandelbaum,20th-century_economists,0,13,0,1,1860
517,Mikhail Manevich,20th-century_economists,0,13,3,0,1765
518,Henry Mann,20th-century_economists,0,11,0,0,1076
519,Étienne Mantoux,20th-century_economists,0,0,0,0,911
520,Albert Marcet,20th-century_economists,1,25,0,0,2722
521,Hugo B. Margáin,20th-century_economists,0,28,0,0,1619
522,Bernard Maris,20th-century_economists,3,79,4,0,4568
523,Robert Marjolin,20th-century_economists,0,6,0,1,1920
524,Alfred Marshall,20th-century_economists,0,8,0,0,1209
525,Akihiko Matsui (economist),20th-century_economists,0,28,1,0,1683
526,René Maury,20th-century_economists,3,15,1,0,1364
527,Wilhelm Mautner,20th-century_economists,0,18,0,0,1110
528,Geoffrey Maynard,20th-century_economists,0,39,2,1,2424
529,José Antonio Mayobre,20th-century_economists,0,21,0,0,1027
530,Douglas McGregor,20th-century_economists,0,34,7,0,7113
531,Dalton McGuinty Sr.,20th-century_economists,0,50,6,0,6942
532,James Meade,20th-century_economists,2,8,1,0,1026
533,Marcel van Meerhaeghe,20th-century_economists,0,20,0,0,2130
534,Rudolf Meidner,20th-century_economists,0,16,0,1,1695
535,Antonio Mele,20th-century_economists,0,10,0,0,1437
536,Claude Ménard (economist),20th-century_economists,0,24,0,0,1377
537,Georges de Ménil,20th-century_economists,0,8,0,0,1225
538,Jean Messiha,20th-century_economists,1,17,2,0,3096
539,Leif Methlie,20th-century_economists,0,1,0,0,259
540,Patrick Minford,20th-century_economists,0,15,1,1,4086
541,José Luis de Mirecki Ruiz-Casaux,20th-century_economists,0,10,0,0,1216
542,James Mirrlees,20th-century_economists,2,22,0,1,3443
543,Thandika Mkandawire,20th-century_economists,0,52,0,0,6043
544,Joel Mokyr,20th-century_economists,0,15,0,1,1633
545,Mario Monti,20th-century_economists,1,7,0,0,265
546,John Moore (economist),20th-century_economists,0,12,1,0,2575
547,Taikichiro Mori,20th-century_economists,0,11,0,0,949
548,Michio Morishima,20th-century_economists,12,0,4,1,3358
549,Jan Mossin,20th-century_economists,0,33,1,0,1789
550,Susana Mourato,20th-century_economists,24,2,0,0,2330
551,Maurice Moynihan,20th-century_economists,0,42,0,0,1861
552,Natalie Moszkowska,20th-century_economists,0,22,0,0,1259
553,Abul Maal Abdul Muhith,20th-century_economists,3,81,7,0,5919
554,Alfred Müller-Armack,20th-century_economists,0,9,0,0,983
555,Costin Murgescu,20th-century_economists,0,44,4,0,2749
556,Ole Myrvoll,20th-century_economists,0,3,0,0,550
557,Suleiman Nabulsi,20th-century_economists,0,4,0,0,333
558,Odd Narud,20th-century_economists,0,31,0,0,1555
559,Vasily Sergeevich Nemchinov,20th-century_economists,0,8,0,0,518
560,Noel Newton Nethersole,20th-century_economists,0,24,0,1,2163
561,Fritz Neumark,20th-century_economists,0,1,0,0,1419
562,David Newbery,20th-century_economists,0,10,0,0,787
563,Hukukane Nikaido,20th-century_economists,0,0,1,0,1160
564,James Wilke Nisbet,20th-century_economists,0,7,0,0,751
565,Jonathan Nitzan,20th-century_economists,45,8,0,0,4006
566,Robert Nordén,20th-century_economists,0,2,0,0,318
567,Erzsébet Nováky,20th-century_economists,20,140,15,0,7558
568,Miklós Nyárádi,20th-century_economists,0,11,0,0,563
569,Barack Obama Sr.,20th-century_economists,2,21,0,0,1997
570,Krzysztof Obłój,20th-century_economists,0,8,0,0,817
571,José Antonio Ocampo,20th-century_economists,1,83,2,0,4998
572,Eduardo M. Ochoa,20th-century_economists,0,2,0,1,1000
573,Fred Oelßner,20th-century_economists,2,90,2,0,3640
574,Masao Ogaki,20th-century_economists,0,10,0,0,964
575,David Ogilvy (businessman),20th-century_economists,0,10,0,1,1958
576,Arne Øien,20th-century_economists,0,10,0,0,605
577,Saburō Ōkita,20th-century_economists,0,15,0,0,1050
578,Károly Olt,20th-century_economists,1,8,0,0,909
579,Hezekiah Ademola Oluwafemi,20th-century_economists,0,8,0,0,1320
580,Jaime Ongpin,20th-century_economists,0,12,0,0,520
581,Redvers Opie,20th-century_economists,0,6,0,0,853
582,Witold Orłowski,20th-century_economists,0,0,0,0,253
583,François Ortalo-Magné,20th-century_economists,0,23,4,0,2293
584,Jerzy Ozdowski,20th-century_economists,0,17,0,0,2289
585,Vance Packard,20th-century_economists,0,2,0,1,628
586,Niko Paech,20th-century_economists,0,8,0,0,957
587,Tord Palander,20th-century_economists,1,104,4,0,9183
588,Maffeo Pantaleoni,20th-century_economists,1,100,1,0,6072
589,Andreas Papandreou,20th-century_economists,0,30,0,1,1833
590,Vilfredo Pareto,20th-century_economists,0,3,0,0,325
591,Park Seung,20th-century_economists,0,19,1,1,2454
592,François Partant,20th-century_economists,0,4,0,0,819
593,Don Patinkin,20th-century_economists,0,8,1,0,424
594,John Pencavel,20th-century_economists,0,2,0,0,1445
595,François Perroux,20th-century_economists,0,12,0,0,1052
596,Torsten Persson,20th-century_economists,0,3,0,0,553
597,Eduard Pestel,20th-century_economists,1,27,2,0,2085
598,Erling Petersen,20th-century_economists,0,3,0,0,771
599,Henry Phelps Brown,20th-century_economists,0,6,0,1,1464
600,Kjeld Philip,20th-century_economists,0,5,0,0,876
601,Thomas Philippon,20th-century_economists,0,34,0,0,1671
602,J. G. Phillips,20th-century_economists,0,15,0,0,931
603,William Phillips (economist),20th-century_economists,2,63,2,0,5889
604,José Jaime Pierluisi,20th-century_economists,0,13,0,0,3292
605,Thomas Piketty,20th-century_economists,0,33,1,0,3592
606,Christopher A. Pissarides,20th-century_economists,1,68,8,0,5173
607,Karl Polanyi,20th-century_economists,0,4,0,0,814
608,Michael Polanyi,20th-century_economists,0,0,0,0,645
609,Victor Polterovich,20th-century_economists,5,238,35,0,21434
610,Claude Ponsard,20th-century_economists,0,17,0,0,2313
611,Karl Popper,20th-century_economists,0,5,0,1,764
612,Janez Potočnik,20th-century_economists,0,29,2,0,2335
613,Andrea Prat,20th-century_economists,33,0,0,0,2744
614,Raúl Prebisch,20th-century_economists,0,30,1,0,1501
615,Michèle Pujol,20th-century_economists,0,22,2,0,2387
616,Hendrick Peter Godfried Quack,20th-century_economists,0,0,0,0,269
617,John Quiggin,20th-century_economists,0,1,0,0,283
618,Ferenc Rabár,20th-century_economists,1,12,0,0,1294
619,Jenő Rácz (Minister of Finance),20th-century_economists,0,53,2,0,4597
620,Thorolf Rafto,20th-century_economists,4,76,4,0,5702
621,Sam Rainsy,20th-century_economists,0,28,0,0,2165
622,Frank Ramsey (mathematician),20th-century_economists,0,25,5,0,2971
623,Sérgio Rebelo,20th-century_economists,0,36,3,0,2218
624,W. Charles Redding,20th-century_economists,0,9,0,0,825
625,Rosser Reeves,20th-century_economists,12,0,0,1,978
626,Gösta Rehn,20th-century_economists,0,8,0,0,759
627,Lucrezia Reichlin,20th-century_economists,21,1,2,0,1171
628,Raul Renter,20th-century_economists,0,3,0,0,772
629,Helene Reynard,20th-century_economists,0,4,0,0,870
630,Sergio Ricossa,20th-century_economists,0,4,0,0,1067
631,Adrien Ries,20th-century_economists,0,4,0,0,869
632,Samir Al-Rifai,20th-century_economists,0,6,1,0,1034
633,Léonard Rist,20th-century_economists,40,4,1,0,4015
634,Austin Robinson,20th-century_economists,1,21,1,1,2539
635,Joan Robinson,20th-century_economists,4,0,0,0,162
636,Dani Rodrik,20th-century_economists,0,10,0,0,1072
637,Martha Roldós,20th-century_economists,0,9,0,0,698
638,Folkert de Roos,20th-century_economists,0,12,8,1,4098
639,Paul Rosenstein-Rodan,20th-century_economists,43,1,2,0,1610
640,Mark Rosenzweig (economist),20th-century_economists,0,18,0,0,3915
641,Phyllis Ross,20th-century_economists,0,19,1,1,2651
642,A. D. Roy,20th-century_economists,32,0,15,0,5937
643,Scott Rozelle,20th-century_economists,0,32,0,0,2024
644,Jill Rubery,20th-century_economists,0,5,0,1,2275
645,Isaak Illich Rubin,20th-century_economists,0,36,0,0,1842
646,Ariel Rubinstein,20th-century_economists,28,1,9,1,2855
647,Max Ruddock,20th-century_economists,0,27,1,1,991
648,Elisabet Rutström,20th-century_economists,0,4,0,0,578
649,Justinian Rweyemamu,20th-century_economists,0,27,0,0,2059
650,Tadeusz Rybczynski,20th-century_economists,14,0,0,1,3208
651,Maksim Saburov,20th-century_economists,0,5,0,0,642
652,Orly Sade,20th-century_economists,0,11,0,0,1491
653,Charles Fassou Sagno,20th-century_economists,0,9,0,1,1015
654,Shigeru Sahashi,20th-century_economists,0,12,0,0,873
655,Gilles Saint-Paul,20th-century_economists,0,22,0,0,1305
656,Edgar Salin,20th-century_economists,0,2,0,0,870
657,Garth Saloner,20th-century_economists,0,9,0,0,1022
658,Ahmed Abdul Rahman Al-Samawi,20th-century_economists,0,8,1,0,368
659,Agnar Sandmo,20th-century_economists,0,27,0,1,1414
660,Abdulaziz Al-Saqqaf,20th-century_economists,0,2,0,0,1775
661,Joan Sardà i Dexeus,20th-century_economists,0,26,3,0,2451
662,Denis Sargan,20th-century_economists,0,1,0,0,979
663,Abdourahmane Sarr,20th-century_economists,0,9,0,1,1011
664,Tadashi Sasaki (banker),20th-century_economists,2,0,0,0,226
665,Leonard Jimmie Savage,20th-century_economists,0,21,1,0,2085
666,Gulafzo Savriddinova,20th-century_economists,0,21,2,1,1583
667,Karl Schiller,20th-century_economists,0,8,0,0,1498
668,Robert Schlaifer,20th-century_economists,0,23,0,0,2596
669,Klaus M. Schmidt,20th-century_economists,0,30,0,0,1519
670,Gustav von Schmoller,20th-century_economists,0,0,0,0,52
671,Etienne Schneider,20th-century_economists,0,0,14,0,4955
672,Gero von Schulze-Gaevernitz,20th-century_economists,0,6,1,0,1260
673,E. F. Schumacher,20th-century_economists,0,5,0,0,569
674,Jesús Seade,20th-century_economists,16,1,0,0,1786
675,Dudley Seers,20th-century_economists,0,8,0,0,960
676,Esbjörn Segelod,20th-century_economists,0,25,1,0,5221
677,María Seoane,20th-century_economists,0,2,0,1,978
678,Fouad Serageddin,20th-century_economists,0,17,0,1,908
679,Dorian Shainin,20th-century_economists,0,6,0,1,1062
680,Steven Shavell,20th-century_economists,0,10,0,0,987
681,Neil Shephard,20th-century_economists,0,10,0,0,1185
682,Osamu Shimomura (economist),20th-century_economists,0,38,11,0,5453
683,Andrew Shonfield,20th-century_economists,0,22,0,0,1491
684,Miguel Sidrauski,20th-century_economists,0,35,0,0,2395
685,Julian Simon,20th-century_economists,0,27,0,0,1199
686,Peter J. N. Sinclair,20th-century_economists,0,16,0,0,1177
687,Béla Sipos,20th-century_economists,16,0,3,1,1934
688,Siro Lombardini,20th-century_economists,10,0,0,0,1265
689,Arne Skaug,20th-century_economists,0,2,0,0,690
690,Margaret Slade,20th-century_economists,0,8,0,0,702
691,Maria Smith-Falkner,20th-century_economists,1,22,0,0,1944
692,David Chadwick Smith,20th-century_economists,0,9,0,0,661
693,Franc Snoj,20th-century_economists,0,10,0,0,1037
694,Nicéphore Soglo,20th-century_economists,13,0,0,1,1202
695,Aron Sokolovsky,20th-century_economists,0,212,19,0,14106
696,Willem Somermeyer,20th-century_economists,34,0,0,0,1638
697,Marilda Sotomayor,20th-century_economists,0,21,0,1,1290
698,Herbert Spencer,20th-century_economists,0,7,0,0,884
699,Irene Spry,20th-century_economists,50,265,12,0,10153
700,Heinrich Freiherr von Stackelberg,20th-century_economists,0,7,2,0,1236
701,Otto Steiger (economist),20th-century_economists,0,42,2,0,1346
702,Bernhard Steinberger,20th-century_economists,0,39,0,0,2169
703,Josef Steindl,20th-century_economists,0,2,0,0,576
704,Stepan Sosnovy,20th-century_economists,0,46,8,0,3533
705,Rüdiger Sterzenbach,20th-century_economists,0,4,0,0,849
706,Gerhard Stoltz,20th-century_economists,1,75,3,0,3721
707,Richard Stone,20th-century_economists,19,0,2,0,824
708,Kjetil Storesletten,20th-century_economists,0,21,0,1,1382
709,John Strachey (politician),20th-century_economists,0,8,0,0,1013
710,Julia Strachey,20th-century_economists,0,39,0,0,2755
711,Robert H. Strotz,20th-century_economists,0,1,0,0,582
712,Stanislav Strumilin,20th-century_economists,0,12,0,0,736
713,Wolfgang Stützel,20th-century_economists,0,9,0,0,417
714,Eiichi Sugimoto,20th-century_economists,1,114,6,1,12515
715,Suh Sang-chul,20th-century_economists,0,7,0,0,374
716,Béla Sulyok,20th-century_economists,0,17,1,0,1081
717,Lawrence Summers,20th-century_economists,0,3,0,0,1377
718,Sun Yefang,20th-century_economists,0,9,0,0,752
719,Klaus Sunnanå,20th-century_economists,0,20,0,0,1374
720,Kotaro Suzumura,20th-century_economists,0,4,0,0,237
721,Ingvar Svennilson,20th-century_economists,0,8,1,1,844
722,Trevor Swan,20th-century_economists,0,7,0,1,690
723,Sławomir Szwedowski,20th-century_economists,0,19,0,0,1210
724,Alex Tabarrok,20th-century_economists,0,5,0,0,1280
725,Guido Tabellini,20th-century_economists,9,0,0,0,948
726,Naim Talu,20th-century_economists,0,0,0,0,417
727,Nikolai Talyzin,20th-century_economists,0,18,0,0,2008
728,Aysit Tansel,20th-century_economists,0,15,0,0,1379
729,Henri Tézenas du Montcel,20th-century_economists,0,15,0,0,1844
730,Henri Theil,20th-century_economists,0,20,2,0,1030
731,Paul Kaba Thieba,20th-century_economists,0,6,0,0,413
732,Norbert Thom,20th-century_economists,0,3,0,0,189
733,Lucius Thompson-McCausland,20th-century_economists,25,0,0,1,2613
734,Thomas Thorburn,20th-century_economists,0,33,1,0,3781
735,Theo Thurlings,20th-century_economists,0,28,0,1,3911
736,Mabel F. Timlin,20th-century_economists,26,4,0,1,1323
737,Jan Tinbergen,20th-century_economists,0,30,1,0,3250
738,Jean Tirole,20th-century_economists,0,33,0,1,2383
739,Cläre Tisch,20th-century_economists,0,25,0,1,1694
740,Giuseppe Toniolo,20th-century_economists,0,15,0,0,1138
741,Izzat Traboulsi,20th-century_economists,0,13,0,0,1785
742,Daniel Trefler,20th-century_economists,0,12,0,0,920
743,Roberto Tremelloni,20th-century_economists,0,11,2,1,1874
744,Robert Triffin,20th-century_economists,1,40,1,0,2023
745,Ruslan Tsalikov,20th-century_economists,0,39,0,0,1269
746,Sho-Chieh Tsiang,20th-century_economists,0,34,0,0,2044
747,Shigeto Tsuru,20th-century_economists,0,19,4,0,3470
748,Herbert Arthur Frederick Turner,20th-century_economists,12,0,0,0,958
749,Petre Țuțea,20th-century_economists,9,0,0,0,950
750,Amos Tversky,20th-century_economists,0,11,0,1,1514
751,Roza Uchkempirova,20th-century_economists,0,30,1,0,2450
752,Lilian Uchtenhagen,20th-century_economists,0,65,4,1,3856
753,Harald Uhlig,20th-century_economists,1,12,0,0,1497
754,Manuel Ulloa Elías,20th-century_economists,0,11,0,0,984
755,Puey Ungphakorn,20th-century_economists,2,112,6,0,6744
756,"John Vaizey, Baron Vaizey",20th-century_economists,0,32,0,1,1595
757,Péter Vályi,20th-century_economists,0,37,0,0,1735
758,Alexander Van der Bellen,20th-century_economists,4,132,16,0,10171
759,John Van Reenen (economist),20th-century_economists,0,5,0,0,748
760,Eugen Varga,20th-century_economists,0,8,0,0,974
761,Yanis Varoufakis,20th-century_economists,0,5,0,0,275
762,Vincent Cartwright Vickers,20th-century_economists,0,15,0,0,1009
763,R J Vincent,20th-century_economists,0,5,0,0,863
764,Francesco Vito,20th-century_economists,0,17,0,0,1156
765,Johan Vogt,20th-century_economists,0,6,0,0,1155
766,Stefan Voigt,20th-century_economists,0,22,0,0,1257
767,Alexander Voznesensky,20th-century_economists,0,2,0,0,604
768,Nikolai Voznesensky,20th-century_economists,1,30,8,0,5504
769,Pedro Vuskovic,20th-century_economists,21,0,1,0,1474
770,Rolf Waaler,20th-century_economists,0,21,1,1,2151
771,Chuku Wachuku,20th-century_economists,0,35,6,0,4993
772,Catherine Waddams,20th-century_economists,0,23,1,0,2196
773,Abraham Wald,20th-century_economists,0,4,0,0,859
774,Léon Walras,20th-century_economists,0,0,0,0,674
775,Mel Watkins,20th-century_economists,0,26,0,1,1863
776,Jorge Wehbe,20th-century_economists,0,13,0,1,1277
777,Günter Weigand,20th-century_economists,0,8,0,0,732
